seq,firstname,lastname,age,street,city,state,zip,dollar,pick,date
269,Christine,Daniels,21,Tiblil Highway,Bagelim,PA,14552,$4509.65,RED,09/08/1975
270,Irene,Hamilton,36,Jawjo Trail,Fafugfe,NE,71863,$508.57,YELLOW,01/30/1933
271,Alvin,Flores,21,Rowkas Circle,Tidgepo,DE,30157,$1485.86,RED,01/13/2001
272,Edward,Cruz,50,Muku Mill,Vujetfi,ND,54710,$8820.57,BLUE,12/29/1970
273,Austin,Ortiz,52,Tinu Point,Fulfadseg,SC,80103,$433.36,WHITE,03/05/1980
274,Jeremy,Stevenson,23,Jogdu Path,Pigkafde,IA,93373,$300.04,GREEN,08/28/2062
275,Sara,Campbell,19,Urihed Heights,Tazbufno,CT,13323,$2190.34,YELLOW,11/05/1999
276,Gussie,Mitchell,27,Cupuf Center,Isuipisej,LA,90552,$6398.97,BLUE,09/04/1947
277,Jordan,Huff,51,Biwpa Terrace,Sildilcub,NJ,47010,$4067.17,GREEN,10/21/2011
278,Melvin,Logan,20,Reasa Lane,Setece,AL,80663,$8972.48,YELLOW,09/08/1907
279,Andrew,Welch,53,Gughi Manor,Tepowit,IA,07330,$1518.85,RED,10/08/1970
280,Lottie,Lee,29,Fopob Trail,Etuafbav,SD,76074,$5608.67,YELLOW,02/12/2058
281,Inez,Jennings,58,Kecma Boulevard,Ascumbaw,MT,58313,$3251.24,RED,10/17/1950
282,Dylan,Pittman,55,Jail Turnpike,Jalohcuv,NJ,58306,$8657.28,YELLOW,05/20/1902
283,Estella,Sandoval,46,Uwjid Pass,Pupedib,SD,52111,$6944.24,WHITE,01/03/2051
284,Bernice,Lloyd,51,Corwop Point,Zumodado,DE,82260,$7045.20,WHITE,03/03/1908
285,Nathan,Hayes,48,Bohpe Court,Moneur,MT,79163,$5124.58,RED,06/22/1951
286,Lawrence,McDonald,48,Meti Trail,Cusacooci,OK,12586,$6412.38,YELLOW,09/11/1983
287,Christine,Fuller,46,Tizib Court,Zumunina,AL,62947,$3633.17,GREEN,07/12/2045
288,Blanche,Garrett,43,Imugo Highway,Tuopuwo,NE,58773,$1580.69,BLUE,04/22/2054
289,Ernest,Jimenez,34,Oteibu Place,Fokgocod,DC,71456,$4711.47,BLUE,12/13/1902
290,Viola,Ward,42,Gadne Pass,Rauvale,DE,07128,$4927.43,WHITE,10/15/1908
291,Elmer,Hodges,31,Nosgum Heights,Vunruge,PA,67365,$3054.67,RED,02/26/2001
292,Minerva,Casey,20,Jowjas Avenue,Nirekfuc,DC,47318,$3545.49,RED,04/16/1946
293,Brent,Watson,46,Huncaw Pass,Duhowec,IL,14964,$7305.94,BLUE,03/06/1998
294,Blanche,Mann,21,Hajmo Plaza,Hevsiza,MN,34850,$819.50,BLUE,02/26/1948
295,Luis,Bass,59,Piku Way,Ojeafono,DE,68095,$9459.94,YELLOW,08/08/1976
296,Barbara,Wood,60,Icgih Highway,Zajdejzoc,AZ,62304,$8826.55,BLUE,04/15/2031
297,Leo,Carlson,50,Idcej Street,Soraoka,ME,94944,$7928.15,RED,01/01/2057
298,Jerome,Collier,34,Ezova Square,Pawdedew,DE,51220,$9322.91,RED,05/17/1922
299,Adrian,Edwards,62,Keno River,Vijupin,WI,47933,$5058.15,GREEN,09/06/1954
300,Tony,Blair,40,Roga Heights,Moohato,ID,50351,$8545.09,BLUE,11/05/1944
301,Minnie,Dean,18,Womnaw Path,Osmemruc,VA,10718,$4211.79,GREEN,06/10/2062
302,Daisy,Huff,52,Lownep Square,Icwaafe,CA,17698,$4401.35,WHITE,05/31/1969
303,Kathryn,Grant,52,Uvuuh Loop,Zovsolo,OH,83512,$1999.56,YELLOW,08/05/1923
304,Edgar,Bell,64,Reswi Circle,Gacfevwur,NJ,84763,$4754.14,WHITE,09/11/1914
305,Della,Abbott,57,Kaer Pass,Dupucpi,NE,84518,$6926.47,GREEN,11/07/2042
306,Fred,Huff,57,Kupe Circle,Tufboov,ME,94197,$8717.33,WHITE,09/29/1983
307,Troy,Wallace,50,Wifba Lane,Hicrobok,WY,66659,$2662.67,BLUE,05/20/1970
308,Rosetta,Carr,59,Mutel Glen,Erludsoj,IN,62856,$1330.31,RED,07/23/1990
309,Ray,Johnson,29,Lijeze Plaza,Efojuru,MD,61192,$9658.31,RED,03/13/2046
310,Marvin,Davis,18,Cavid Way,Suejhas,NY,84228,$1848.36,RED,06/16/2010
311,Clyde,James,37,Fuzo Lane,Magove,CT,55557,$3638.53,WHITE,08/21/2048
312,Sophia,Pearson,31,Piozi Junction,Rujluli,DC,74122,$1265.97,BLUE,01/06/1945
313,Scott,Owens,44,Vanol Grove,Zunacre,NJ,55933,$5315.06,YELLOW,03/25/1905
314,Chase,Lambert,62,Tijgu Boulevard,Nijeic,ID,68355,$8235.45,GREEN,09/18/1952
315,Catherine,Cooper,18,Banuvo Terrace,Ejoeduok,IN,90855,$9582.34,RED,02/14/1975
316,Derrick,Carr,18,Avnid Manor,Ovfoura,MS,28325,$3203.71,YELLOW,11/20/2013
317,Calvin,McBride,32,Vozno Center,Adigesib,IN,97621,$1767.81,GREEN,08/18/1992
318,Vincent,Higgins,39,Sedjik Place,Gerfosuw,GA,91344,$2650.51,GREEN,04/09/1948
319,Rosetta,Higgins,55,Pirfe Path,Ugnego,SC,14281,$129.69,RED,11/12/1907
320,Josie,Meyer,23,Noza River,Ramiwku,NH,89366,$9337.39,YELLOW,11/07/1964
321,Hattie,Figueroa,49,Elgac Highway,Ecotacku,IN,70705,$7623.78,BLUE,05/17/2041
322,Jeffery,Herrera,48,Nifad Path,Boujlu,WA,43073,$2070.44,WHITE,09/25/1988
323,Todd,Jones,19,Tole Ridge,Vunboaf,RI,34169,$6822.77,RED,09/09/2061
324,Jon,Ross,49,Terpo Plaza,Wowholcul,NH,83969,$7590.22,BLUE,12/01/1993
325,Eunice,Hubbard,42,Tatpaj Park,Icasutrug,NJ,05201,$8868.62,WHITE,05/14/1914
326,Miguel,Hall,29,Wezmub Grove,Idoovouse,IA,48491,$6129.36,RED,07/11/1949
327,Jean,Patton,65,Meju Highway,Ubsolwos,ME,33923,$8848.55,YELLOW,03/06/1996
328,Emma,Hall,64,Secwa Plaza,Vusbagzuj,TN,50159,$4556.27,WHITE,11/03/1984
329,Jason,Buchanan,42,Akogu Boulevard,Tuurso,KS,45872,$9556.84,RED,12/13/2037
330,Jennie,Bridges,37,Kejov Boulevard,Iloawnob,WI,36994,$608.28,RED,01/07/2054
331,Aiden,Francis,39,Nocbe Grove,Wofzedara,AK,90434,$2552.00,RED,04/10/1971
332,Rosie,Cortez,18,Tirem Heights,Isbouda,VT,99226,$4516.98,BLUE,06/23/2034
333,Cordelia,Dunn,19,Reej Street,Jodmeluz,UT,52389,$22.01,GREEN,05/14/1939
334,Robert,Bishop,40,Numjo Park,Ligatog,MD,28401,$6599.38,GREEN,10/10/2067
335,Louis,Wright,29,Diksi Road,Rekagi,SD,74017,$8246.07,YELLOW,02/04/1907
336,Alma,Barnett,55,Paoza Mill,Huhsireb,IL,13792,$8857.20,YELLOW,11/05/1920
337,Alta,Bailey,27,Dado Street,Tagefmaj,MD,43493,$5334.61,BLUE,11/01/1908
338,Johnny,Park,28,Fucuk View,Vatlishar,SC,59757,$5351.35,BLUE,09/10/1943
339,Essie,Black,43,Anoag Way,Akatigik,NY,03945,$4848.49,WHITE,11/23/2054
340,Mittie,Curry,31,Tera View,Zegesgad,NJ,65309,$7057.19,BLUE,04/08/2006
341,Edwin,Griffith,56,Loara Turnpike,Ratief,MS,25491,$164.22,BLUE,10/29/1966
342,Ethan,Scott,60,Ragnu Center,Tetnojoso,AL,17174,$7736.29,RED,02/06/1917
343,Christopher,Manning,50,Podo Place,Mojuud,OH,25155,$4041.21,WHITE,06/24/1947
344,Wayne,McCormick,20,Baew Grove,Mupkebboc,IN,99080,$8049.31,RED,11/15/2055
345,Lenora,Walker,19,Lezec Drive,Sehuvew,NH,01373,$8803.64,RED,12/20/2063
346,Joshua,Nguyen,37,Jipap Place,Ofwome,MD,04518,$4794.06,YELLOW,12/23/1950
347,Devin,Peterson,22,Bono Pass,Osijuvu,AZ,71640,$7588.32,YELLOW,12/20/1917
348,Albert,Warner,60,Ragiz Extension,Lashiuv,OH,19514,$3026.39,WHITE,05/18/2058
349,Lizzie,Gilbert,40,Katic Lane,Fowawzoc,WA,02180,$8931.92,WHITE,07/01/1923
350,Chris,Stevenson,37,Bako Manor,Alarewmu,MO,35002,$8724.77,WHITE,05/23/2013
351,Eula,Rowe,21,Romnuh Manor,Luijave,VT,62833,$1640.47,YELLOW,05/29/2047
352,Jane,Chavez,18,Kogku River,Dewuzer,CO,15626,$8509.51,GREEN,04/03/1971
353,Danny,Gordon,23,Wewmi River,Geukiwoj,NJ,69206,$7453.23,GREEN,09/18/2039
354,Ian,Stokes,35,Hatvi Park,Civguplez,VA,76183,$6126.91,WHITE,11/01/2070
355,Francisco,Hammond,21,Guis Avenue,Lintipe,NV,25772,$3052.19,RED,12/01/1903
356,John,Rivera,46,Bure Heights,Haezeme,RI,84896,$7998.98,BLUE,08/02/1983
357,Celia,Mack,41,Duno Turnpike,Jumavimo,MN,89127,$4988.69,BLUE,05/15/2008
358,Harriett,Mullins,35,Ilvu Turnpike,Sitevce,NV,27727,$2308.00,YELLOW,05/24/2007
359,Rosa,Watkins,65,Pupec Square,Pisinbo,VT,61908,$203.87,YELLOW,06/03/2009
360,Martin,Wells,45,Bizvi Parkway,Tawvinfo,AK,88870,$7461.88,BLUE,11/02/2030
361,Roy,Cole,65,Hohe Terrace,Emidilro,OR,56159,$3023.83,WHITE,02/13/2036
362,Lloyd,Gray,54,Jacco Manor,Ulnaen,AL,46431,$3958.67,RED,10/13/1943
363,Oscar,Medina,55,Odso Plaza,Egfafhu,MD,05927,$9927.65,RED,05/12/1981
364,Cora,Perez,39,Vursij Manor,Ropzabu,ND,63955,$2000.84,YELLOW,06/11/2007
365,Nettie,Baker,44,Ilne Park,Teksihpi,ND,72134,$9498.64,BLUE,01/11/2028
366,Charlie,Scott,59,Boder Avenue,Wibucajub,KY,60702,$9904.12,RED,04/09/2038
367,Randall,Alvarado,57,Zice Extension,Omkemaz,IA,33367,$5942.69,WHITE,01/20/1977
368,Myrtie,Marshall,55,Rukzid Avenue,Tuzkiso,MO,79489,$4134.38,GREEN,07/03/1920
369,Harriett,Williams,56,Gedu Junction,Cucdafi,CO,64439,$1229.18,GREEN,12/31/2000
370,Kathryn,Manning,27,Jocuj Heights,Viumwi,MD,22123,$8836.13,GREEN,04/26/2023
371,Randy,Mann,21,Wiir Glen,Locuace,KS,73498,$7074.29,BLUE,08/22/2013
372,Ann,Graves,63,Zefec Point,Velocjo,AK,20097,$5543.95,RED,10/17/2000
373,Wayne,Morrison,34,Adasi River,Icacour,FL,20579,$7629.72,RED,12/25/1944
374,Addie,Wise,43,Weda Square,Ricazaz,KY,71504,$1176.60,RED,12/18/1979
375,Harold,Wilkerson,26,Duben Lane,Tevofeh,AK,94285,$664.83,WHITE,09/04/1957
376,Gavin,Bush,56,Lisfi Center,Kogunja,KS,88457,$9865.21,WHITE,02/14/2063
377,Willie,Holloway,65,Tussom Manor,Ekdudi,PA,55505,$9641.37,BLUE,03/24/1960
378,Christian,Rodriquez,24,Dunu Path,Cagtita,IA,88407,$5703.17,GREEN,08/11/2000
379,Iva,Gardner,33,Pavpoc Court,Lajebige,GA,44869,$8851.58,WHITE,06/09/1981
380,Ora,Carter,44,Nupzeb Pike,Ditarpe,MN,32366,$6639.29,BLUE,10/12/1907
381,Mason,Curry,39,Jifveb Place,Jesopma,CO,38472,$4421.56,WHITE,03/08/1900
382,Ricardo,Park,59,Horilu Park,Motata,AR,17994,$2321.99,GREEN,08/29/1935
383,Daniel,Hogan,48,Hare Lane,Epujacu,DE,13803,$2764.01,WHITE,04/08/1975
384,Kathryn,Howard,64,Ufagu Mill,Mimzetpom,WA,88140,$624.56,GREEN,11/26/2030
385,Daisy,Robertson,31,Cumiv Avenue,Vumebab,IL,02604,$7299.92,BLUE,02/06/2024
386,Rosetta,Carter,52,Zilkus Manor,Sukidsi,WY,70977,$7393.68,RED,03/27/1941
387,Travis,Howard,47,Keziz Street,Rowedpak,OR,26065,$3795.97,RED,07/08/1915
388,Jose,Lawson,56,Emimo Path,Iladhac,DE,29790,$1723.59,YELLOW,05/22/1971
389,Adeline,Banks,48,Bibizo View,Ihitatu,NY,48156,$7044.19,GREEN,06/20/2029
390,Tom,Ramos,25,Duwvu Pike,Rohuhwo,MD,07698,$7198.10,YELLOW,05/12/2006
391,Connor,Rice,49,Abage Terrace,Dawzelpe,RI,94794,$3254.53,WHITE,07/13/1957
392,Stella,Black,25,Midto Place,Tezfubgac,NC,34518,$6106.48,BLUE,05/30/2036
393,Tyler,Cain,50,Hegwo Road,Orlinhu,KY,32324,$1194.10,WHITE,05/10/1966
394,Ophelia,Hall,30,Pisu Extension,Tujsoag,TN,57081,$341.76,BLUE,04/24/2051
395,Helen,Diaz,41,Liaz Terrace,Albisese,FL,07114,$1103.42,BLUE,01/16/2060
396,May,Dennis,18,Awisi Drive,Nowiwa,LA,35306,$4734.96,WHITE,12/20/1979
397,Beatrice,Gross,32,Ikicum Extension,Pohiskow,AL,16218,$8601.50,YELLOW,02/02/2052
398,Tyler,Lucas,34,Vijdu Street,Senvijlat,WY,47951,$3954.64,WHITE,12/28/2067
399,Leo,Sherman,30,Ewatog Park,Sofzihka,LA,04445,$5949.95,RED,10/27/1921
400,Adrian,Davidson,34,Karzip Place,Taldato,SC,26180,$481.98,RED,01/06/1990
401,Charlie,Ortega,46,Vutoz Highway,Lojhundoc,AL,04199,$897.87,WHITE,09/15/1932
402,Ray,Gomez,59,Imca Path,Jozjici,CO,90556,$2910.22,RED,11/29/2019
403,Estelle,Morgan,25,Zefwo Heights,Fotabuog,NE,72611,$7640.70,RED,11/01/2005
404,Benjamin,Bates,24,Muka Point,Usousod,ID,83733,$7846.30,RED,12/07/2053
405,Bertha,Brooks,56,Ikaih Lane,Nosuboz,AL,76130,$1812.21,BLUE,09/19/1937
406,Lloyd,Terry,30,Doruw Pass,Jijidi,VT,96764,$7230.59,BLUE,04/02/2009
407,Steven,Caldwell,30,Rehi Key,Burcawu,AL,18280,$2871.38,YELLOW,12/17/1992
408,Isaac,McCormick,20,Kacuja Ridge,Toncimezu,RI,72179,$6904.05,RED,06/29/1990
409,Gregory,Carpenter,36,Imsuh Pass,Wowfipal,ND,02781,$4106.71,BLUE,11/11/1916
410,Robert,Hines,18,Dirul Avenue,Kijivuz,OK,77437,$7849.74,BLUE,09/11/1995
411,Lloyd,Fernandez,41,Julses Pass,Fowrenewo,NH,32991,$2003.02,WHITE,12/14/2024
412,Virgie,Richards,45,Fiedo Junction,Kifuko,MI,51374,$2642.45,RED,01/08/2032
413,Aaron,Ortiz,45,Wakus Road,Guhulu,WI,60956,$6703.11,WHITE,10/23/1927
414,Darrell,McBride,35,Nini Grove,Veebwot,NJ,14053,$5836.26,GREEN,12/03/1992
415,Pearl,Patton,18,Cuina Trail,Pihasora,AR,71826,$9426.14,YELLOW,06/16/1929
416,Lloyd,Gutierrez,58,Ibiju Trail,Lowfilik,NM,20654,$1159.12,BLUE,05/08/1989
417,Ivan,Boone,62,Nunhu Extension,Poujatav,LA,38175,$1186.58,YELLOW,06/10/1942
418,Madge,Dixon,32,Woogu Plaza,Onopumoc,IA,15517,$4938.15,WHITE,04/10/2022
419,Angel,Reid,41,Mavev Trail,Jakkufvod,MD,11202,$4768.04,RED,06/03/1956
420,Lee,Hampton,60,Rabir Park,Ducrihgu,SD,89229,$7905.36,GREEN,09/01/1955
421,Peter,Schneider,33,Rotih Road,Itumotrin,ND,06812,$8489.75,WHITE,07/28/1912
422,Jane,McCoy,20,Fuer Turnpike,Areipiul,ID,88564,$7475.81,WHITE,06/14/2019
423,Rhoda,Owen,46,Zopri Parkway,Opicfe,DE,10610,$1124.91,WHITE,11/18/2039
424,Fred,Guzman,55,Sutwa Grove,Catodmah,MD,84468,$2772.78,GREEN,06/12/1985
425,Elnora,Nash,58,Lozeg Avenue,Ijciwser,ME,88330,$6446.23,RED,02/08/2066
426,Christine,Foster,40,Vakra Turnpike,Vosraagi,FL,45482,$2410.77,YELLOW,04/03/1976
427,Lucas,Jordan,55,Lihah Grove,Zelicawa,TX,16833,$9501.99,GREEN,09/19/1972
428,Ronnie,Ross,26,Irama Turnpike,Duzatikec,NY,33964,$6621.56,YELLOW,04/30/1984
429,Oscar,Sandoval,27,Jipa Lane,Kannumaso,SD,32954,$5186.77,GREEN,09/28/2030
430,Mason,Parks,25,Jotmot Turnpike,Efzozvi,RI,74270,$722.74,GREEN,10/24/1915
431,Mittie,Moss,49,Pemoh Point,Higazu,MD,53657,$4214.30,GREEN,06/01/2005
432,Emma,Becker,52,Zemsod Drive,Awhurev,NC,39691,$1365.96,BLUE,12/22/2019
433,Daisy,Love,34,Kazu Manor,Linamuzi,TX,03894,$9600.57,GREEN,05/18/2014
434,Jorge,Black,59,Ahiju Path,Fotimon,LA,90394,$4236.23,YELLOW,09/14/1939
435,Tyler,Waters,52,Zufca Parkway,Banirsat,AZ,69642,$2895.48,BLUE,07/02/2018
436,Eula,Moore,41,Jetri Mill,Nevohe,NV,36315,$8307.20,YELLOW,05/13/1927
437,Charlotte,Cohen,30,Uwodon Drive,Laggudhe,NE,07468,$7524.16,YELLOW,08/08/2057
438,Raymond,Daniels,48,Five Plaza,Sijukhis,SC,49755,$5667.21,BLUE,10/10/1926
439,Jerry,Roy,55,Luguh Glen,Julwuja,KS,66040,$1068.98,YELLOW,11/10/1940
440,Mable,Harrington,61,Tufwo Grove,Kuwiheg,GA,66565,$6270.53,BLUE,12/03/2019
441,Christina,Walker,30,Polmib Parkway,Fiscohet,OH,61940,$2910.03,GREEN,11/30/1960
442,Hulda,Leonard,23,Jaow Avenue,Ihrazsa,VT,63601,$7948.26,BLUE,08/09/1970
443,Eugenia,Watts,31,Ajde Drive,Omtekaja,CT,32407,$6574.68,BLUE,09/23/1952
444,Dustin,Pearson,46,Cocej Boulevard,Waghomkac,MI,08124,$9834.85,WHITE,11/20/1968
445,Troy,Figueroa,39,Elour Plaza,Cierpe,AK,99700,$3172.81,RED,01/14/1960
446,Francisco,Love,50,Upuba View,Losusse,AK,20698,$9738.29,WHITE,02/27/1985
447,Austin,Mack,25,Ojuvog Place,Akowucob,SD,79887,$8809.60,WHITE,12/06/1980
448,Andre,Burns,31,Kice Ridge,Kesagce,OH,80261,$580.68,GREEN,07/25/2039
449,Danny,Roy,30,Dozet Turnpike,Ceotuc,CO,37506,$9432.40,RED,11/29/2012
450,Eddie,Morales,63,Zuvfuw River,Dultohode,VA,98819,$9232.25,GREEN,02/06/1986
451,Sean,Baldwin,40,Hojic Street,Fopmagu,TN,31813,$8940.31,YELLOW,10/22/2034
452,Cory,Fields,26,Tacvef Manor,Goahzos,MN,16566,$6222.12,WHITE,02/02/1944
453,Abbie,Cox,64,Hikjat Ridge,Tukasi,ME,32965,$3346.81,WHITE,09/05/1920
454,Hulda,Patton,54,Teja Drive,Damzirot,WI,77682,$3661.04,RED,02/08/1960
455,Victor,Mullins,48,Visu Road,Hawsonno,CT,21634,$2003.16,WHITE,10/17/1945
456,Earl,Chavez,60,Buno Drive,Batene,CT,21675,$8428.66,RED,04/03/1923
457,Alvin,Patterson,39,Gioze River,Ilaziwe,NC,51742,$536.83,YELLOW,05/24/1949
458,Josie,Harvey,28,Abuvu Manor,Tuvgijras,NM,25406,$7190.46,YELLOW,08/10/1904
459,Phoebe,Harmon,40,Heini View,Jojupof,DC,18482,$9323.73,GREEN,06/12/2054
460,Franklin,French,34,Wouti Manor,Saplosej,WA,80960,$4916.84,WHITE,02/26/2063
461,Derrick,Elliott,36,Bapkuw Glen,Rihweli,NC,44399,$3115.02,RED,07/13/2029
462,Laura,Ellis,29,Ukeb Highway,Enilogsun,UT,96358,$423.69,RED,10/07/1908
463,Frederick,Mack,48,Emgi Parkway,Ezetijfa,IA,93208,$9394.39,GREEN,02/10/1913
464,Harvey,Wong,30,Isevu River,Dimaleg,NV,02549,$6171.34,BLUE,03/03/2021
465,William,Cohen,27,Gehu Plaza,Nujefpah,AR,71809,$4596.90,BLUE,03/23/1922
466,Anne,Murphy,40,Koav Point,Oropigfe,FL,42472,$4385.77,BLUE,01/18/1952
467,Matthew,McDaniel,57,Pidace Terrace,Pufgiacu,MA,67333,$5673.72,RED,02/10/1903
468,Flora,Griffith,61,Otehaj Pass,Jodataci,AR,84239,$2218.35,BLUE,09/04/2007
469,Jacob,Alvarez,58,Apaguf Pass,Zuirovek,OH,22833,$6948.13,YELLOW,05/02/2008
470,Essie,Dawson,40,Zogi Place,Sefsube,MA,64441,$601.13,YELLOW,03/27/1942
471,Sallie,Norris,53,Bempu Square,Doezibe,IL,68402,$7289.36,YELLOW,12/23/1946
472,Marcus,Rios,21,Aloli River,Dikizead,WA,50383,$694.53,YELLOW,04/27/1957
473,Carl,Hart,65,Nevu Court,Puwroket,CA,76146,$1587.05,GREEN,04/10/1981
474,Mable,Holt,65,Sihpub Extension,Upifata,AZ,30939,$4863.76,WHITE,02/24/1931
475,Bertha,Spencer,38,Vutrol Pike,Roazro,OK,44327,$6766.88,RED,06/05/1946
476,Sophia,Cain,26,Johu Drive,Vawigu,WI,94872,$4328.01,BLUE,03/19/2064
477,Isabel,Harrison,44,Leoj Boulevard,Utiajvi,LA,74645,$2715.48,YELLOW,02/08/1993
478,Kathryn,Hines,61,Paso Street,Lakene,ND,00329,$1098.61,RED,02/16/2035
479,Pearl,Sandoval,62,Worih Place,Ituizul,WY,47398,$6782.19,GREEN,12/13/1939
480,Bradley,Patton,29,Faka Way,Hisfame,VT,46239,$1899.24,WHITE,08/18/1907
481,Vera,Myers,38,Kebe Court,Inampep,KS,03530,$8223.82,RED,11/29/1989
482,Dylan,Newman,37,Gata Heights,Iclozawu,TX,58969,$1428.26,BLUE,12/17/1947
483,Harriet,Robinson,23,Kefov Glen,Todcehha,NM,42556,$2398.30,RED,06/30/1909
484,Ernest,Tyler,50,Neala River,Anepume,MN,67572,$3461.66,RED,01/05/1972
485,Leon,Mills,35,Uneka Road,Lokasiw,CA,08760,$4471.67,RED,07/06/1981
486,Eric,Fox,63,Luku Loop,Zekpulor,OK,85850,$7727.00,WHITE,09/03/2039
487,Jane,Rodgers,64,Icti Extension,Birosehil,PA,67739,$2847.81,BLUE,02/06/1998
488,Melvin,Mann,46,Ezoja Pike,Soddubog,TX,60412,$1112.20,WHITE,08/21/2051
489,Bernard,Wagner,37,Satuf Turnpike,Sagditpew,DE,79645,$6639.33,RED,12/12/1933
490,Adelaide,Singleton,52,Dojaho Extension,Ravtamsa,DE,46321,$5785.14,RED,12/23/1917
491,Chase,Hughes,61,Bimwez River,Enteguc,MD,77568,$8246.33,BLUE,04/24/1968
492,Jerome,Lewis,65,Ihute Key,Cuifeegi,HI,05221,$9576.32,WHITE,09/12/1967
493,Nancy,Spencer,41,Wouka Manor,Napmihbef,PA,63381,$6584.33,RED,04/03/2033
494,Charlotte,Roy,48,Wibez Extension,Valitu,UT,89554,$8384.21,RED,10/20/2021
495,Tony,Knight,64,Damsu Terrace,Dowliflin,KY,93531,$5098.78,BLUE,12/25/2053
496,Julian,Herrera,27,Cacaz Avenue,Natefo,TX,63514,$1425.82,RED,10/16/2039
497,Leila,Jackson,47,Fenuda Path,Ivluzdeg,RI,76809,$7348.63,BLUE,02/07/2035
498,Louise,Richards,22,Imewo Court,Piredtob,TN,02614,$3860.75,GREEN,03/23/2028
499,Charlotte,Holland,55,Sitod Heights,Ridpebi,NC,65137,$1226.79,GREEN,09/18/1993
500,Cecilia,Stone,56,Huzen Park,Tahteudi,WI,45263,$4982.75,BLUE,06/27/1941
501,Elnora,Reid,21,Usinow Grove,Zutowe,NM,21514,$8948.99,BLUE,03/11/1983
502,Hettie,Grant,33,Veahu Turnpike,Jatezehic,IN,21683,$8803.56,RED,10/10/2012
503,Maurice,Hernandez,64,Necolo Highway,Mocanmi,CT,71936,$8706.59,WHITE,06/23/2036
504,Nannie,Tucker,42,Korsi Pass,Ranasejif,AK,16844,$4080.35,YELLOW,01/20/1993
505,Phillip,George,39,Tafu Highway,Caegdu,MN,97304,$4055.01,WHITE,06/26/1989
506,Gordon,Watson,18,Ajuzo River,Viagugaw,CO,18118,$9626.29,BLUE,04/01/1953
507,Victoria,Burns,64,Punel Extension,Apbompit,ID,01642,$7242.40,GREEN,01/11/1963
508,Nettie,Schneider,59,Renjo Lane,Ciacpu,FL,52437,$2429.71,RED,11/11/2013
509,Rhoda,Martin,65,Afekid Loop,Wukarob,SD,69018,$8902.87,GREEN,11/06/1938
510,Dustin,Webster,50,Najhil Street,Miwfasos,AZ,34356,$2163.76,GREEN,06/02/1975
511,Cecelia,Davidson,39,Worab Heights,Uddozdep,NY,57343,$7999.03,WHITE,05/25/1953
512,Jeffery,Walton,55,Jodil Ridge,Daibib,GA,11169,$1213.92,GREEN,03/20/2063
513,Lulu,Houston,48,Ruti Mill,Gimtowok,MT,76966,$3861.85,RED,10/24/2016
514,Marion,Snyder,33,Zewu Way,Rajocar,UT,59913,$1896.59,YELLOW,08/08/1986
515,Norman,Hicks,30,Noga Pass,Cagedebit,WI,28307,$5656.03,GREEN,11/24/2017
516,Maud,Matthews,29,Noivu Grove,Bejetpo,ME,07516,$9164.83,YELLOW,06/04/1902
517,Richard,Summers,26,Hiila Drive,Uhizeraki,AR,15167,$1114.97,GREEN,04/21/1971
518,Oscar,Fowler,32,Zufvu Lane,Ivirobam,SD,33243,$3037.33,BLUE,07/10/2054
519,Ida,McGuire,57,Ciwi Key,Popupot,UT,21233,$911.67,YELLOW,04/08/1963
520,Ethan,Hansen,45,Opwiz Grove,Lifonat,NM,81520,$6662.31,WHITE,04/12/2025
521,Alta,Brady,37,Hora Heights,Simgunput,ND,28631,$6524.56,YELLOW,06/12/2057
522,Louisa,Hanson,35,Gaimo View,Dudihek,DE,95958,$8421.54,RED,07/31/2055
523,Kevin,McLaughlin,40,Ojres Parkway,Romleho,CO,32603,$2130.48,WHITE,05/22/2059
524,Logan,Wade,29,Alupu View,Fabhiwwir,ND,05369,$402.95,WHITE,02/10/1925
525,Cody,Jackson,36,Seehi Terrace,Pesputema,TX,77685,$7137.31,BLUE,12/16/2041
526,Jeremy,Price,39,Wobu Lane,Hewogu,SD,75368,$5891.49,WHITE,12/02/1922
527,Marie,Watkins,25,Reno Plaza,Wijweje,ND,77199,$3223.10,BLUE,01/12/2036
528,Alan,Lee,58,Ikuoso Park,Unikuka,IL,27243,$9355.99,RED,06/24/1955
529,Francis,James,24,Atif Junction,Dosoznu,MD,30641,$2074.48,RED,10/01/1952
530,Luis,Goodman,42,Vono Extension,Marnicuze,AZ,31289,$2353.09,RED,08/30/1995
531,Emma,Flores,36,Sehu Place,Volkezvi,AR,69628,$7244.42,BLUE,12/05/1935
532,Randy,Carr,20,Ididi Mill,Tuidabo,NY,77978,$9244.51,BLUE,01/28/1982
533,Leah,Tyler,28,Deroc Road,Tedibzi,OK,13806,$2424.12,YELLOW,02/01/1900
534,Trevor,Harvey,45,Uwma Street,Fizuij,NM,51366,$8579.36,YELLOW,02/08/2064
535,Amanda,Allen,30,Tumim Road,Esojebob,VA,57439,$4961.05,RED,09/18/1994
536,Effie,Kelley,33,Awkac Terrace,Muwtucemo,WV,79965,$3942.98,RED,02/03/1953
537,Mable,Duncan,28,Vuwac Ridge,Gocozbo,SC,87883,$2486.04,GREEN,04/07/2067
538,Eddie,Steele,43,Ugigo Place,Sawajbu,NV,25533,$1974.06,RED,12/16/1957
539,Winifred,Goodwin,22,Muce Pike,Pesgolfov,ID,07699,$5825.56,GREEN,09/24/1977
